candidate_rank,paper_id,title,doi,year,journal,s2_is_open_access,oa_pdf_url,status,filename,sha256,bytes,error,openalex_status,openalex_error
101,,Realizing Ultrahigh Dielectric Constant With Ultrawide Temperature Stability in Dual-Phase BNT-BST Ceramics by SPS Sintering,10.1002/rar2.70026,2026,Rare Metals,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/rar2.70026,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/rar2.70026,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/rar2.70026
102,,Direct Observation of Electric-Field-Driven Phase Transitions Associated with Energy Storage in Antiferroelectric Films,10.1002/advs.202517897,2026,Advanced Science,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202517897,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202517897,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202517897
103,,Finite-temperature ferroelectric phase transitions from machine-learned force fields,10.1103/nkc5-rtds,2026,Physical Review Materials,True,https://doi.org/10.1103/nkc5-rtds,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://link.aps.org/doi/10.1103/nkc5-rtds,NO_WORKING_PDF,
104,,Antiferroelectricity in Titanite-Type CaTiGeO5 Thin Films,10.1021/acsaelm.6c00159,2026,ACS Applied Electronic Materials,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,
105,,Chemical Doping Engineering of Polarization and Topological Textures in van der Waals Ferroelectric CuInP2S6,10.1002/advs.202523774,2026,Advanced Science,True,https://doi.org/10.1002/advs.202523774,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202523774,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://pmc.ncbi.nlm.nih.gov/articles/PMC13042472/pdf/ADVS-13-e23774.pdf
106,,Electric-Anisotropy-Controlled Phase Transitions and Hysteresis in a Ferroelectric/Ferrimagnetic Bilayer with Three-State Ferroelectricity,10.3390/magnetism6010008,2026,Magnetism,True,https://www.mdpi.com/2673-8724/6/1/8/pdf?version=1770289330,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2673-8724/6/1/8/pdf?version=1770289330,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2673-8724/6/1/8/pdf?version=1770289330
107,,Room-Temperature Antiferroelectricity in Titanite (CaTiSiO5) Thin Films,10.1002/aelm.202500546,2026,Advanced Electronic Materials,True,https://doi.org/10.1002/aelm.202500546,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://advanced.onlinelibrary.wiley.com/doi/10.1002/aelm.202500546,NO_WORKING_PDF,
108,,Highly Stable MOF-Type Lead Halide Luminescent Ferroelectrics,10.1002/anie.202407102,2024,Angewandte Chemie International Edition,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202407102
109,,"Strain engineering the spin-valley coupling of the R-stacking sliding ferroelectric bilayer 2H-VX2 (X = S, Se, Te)",10.1038/s41524-024-01288-5,2024,Npj Computational Materials,True,https://doi.org/10.1038/s41524-024-01288-5,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
110,169,Tuning ferroelectric phase transition temperature by enantiomer fraction,10.1038/s41467-024-45986-6,2024,Nature Communications,True,https://www.nature.com/articles/s41467-024-45986-6.pdf,DOWNLOADED,169-Tuning ferroelectric phase transition temperature by enantiomer fraction.pdf,7858e5a03df00e0adecd3fea4d08ea1c7062b9194caad2c2a1ccc3e5b492b95e,2481055,,,
111,195,Design of polar boundaries enhancing negative electrocaloric performance by antiferroelectric phase-field simulations,10.1038/s41524-024-01334-2,2024,Npj Computational Materials,True,https://www.nature.com/articles/s41524-024-01334-2.pdf,DOWNLOADED_OPENALEX,195-Design of polar boundaries enhancing negative electrocaloric performance by antiferroelectric phase-field.pdf,8aa9da15fa9a71ddc1563f412d7c59c2c19b39d437e8bd0be1e4c17263204a25,2218529,,,
112,,"Co-relation between Rietveld analysis, dielectric studies and impedance spectroscopy of the Ba1−xSrxTiO3 ceramics",10.1007/s10854-024-12788-x,2024,Journal of Materials Science Materials in Electronics,True,https://doi.org/10.1007/s10854-024-12788-x,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
113,,Composition-driven morphological evolution of BaTiO3 nanowires for efficient piezocatalytic hydrogen production,10.1016/j.chemosphere.2023.139337,2023,Chemosphere,True,https://doi.org/10.1016/j.chemosphere.2023.139337,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
114,,Electrocaloric effect in BaTiO3 multilayer capacitors with first-order phase transitions,10.1088/2515-7655/acc972,2023,Jphys Energy,True,https://doi.org/10.1088/2515-7655/acc972,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
115,,Influence of Grain Size on Dielectric Behavior in Lead-Free 0.5 Ba(Zr0.2Ti0.8)O3–0.5 (Ba0.7Ca0.3)TiO3 Ceramics,10.3390/nano13222934,2023,Nanomaterials,True,https://www.mdpi.com/2079-4991/13/22/2934/pdf?version=1699777338,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2079-4991/13/22/2934/pdf?version=1699777338,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2079-4991/13/22/2934/pdf?version=1699777338 | HTTPError: 403 Client Error: Forbidden for url: https://pmc.ncbi.nlm.nih.gov/articles/PMC10675762/pdf/nanomaterials-13-02934.pdf
116,,Two-dimensional (n = 1) ferroelectric film solar cells,10.1093/nsr/nwad061,2023,National Science Review,True,https://academic.oup.com/nsr/advance-article-pdf/doi/10.1093/nsr/nwad061/49504286/nwad061.pdf,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://academic.oup.com/nsr/advance-article-pdf/doi/10.1093/nsr/nwad061/49504286/nwad061.pdf,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://academic.oup.com/nsr/advance-article-pdf/doi/10.1093/nsr/nwad061/49504286/nwad061.pdf | HTTPError: 403 Client Error: Forbidden for url: https://pmc.ncbi.nlm.nih.gov/articles/PMC10434298/pdf/nwad061.pdf
117,170,0D van der Waals interfacial ferroelectricity,10.1038/s41467-023-41045-8,2023,Nature Communications,True,https://www.nature.com/articles/s41467-023-41045-8.pdf,DOWNLOADED,170-0D van der Waals interfacial ferroelectricity.pdf,cfae7707a80420caf6ff2a3c403241d1ce8a1bbdd22366d89870d81ed94d76ee,3195991,,,
118,,The rise of 2D materials/ferroelectrics for next generation photonics and optoelectronics devices,10.1063/5.0094965,2022,APL Materials,True,https://doi.org/10.1063/5.0094965,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.aip.org/apm/article/10/6/060903/2834982/The-rise-of-2D-materials-ferroelectrics-for-next,NO_WORKING_PDF,
119,171,Metastable ferroelectricity driven by depolarization fields in ultrathin Hf0.5Zr0.5O2,10.1038/s42005-022-00951-x,2022,Communications Physics,True,https://www.nature.com/articles/s42005-022-00951-x.pdf,DOWNLOADED,171-Metastable ferroelectricity driven by depolarization fields in ultrathin Hf0.5Zr0.5O2.pdf,e8512cf20fb6bbb37278d664dd24543e6e055a3effae5edb568a763ae6b2c38c,2807992,,,
120,,Magnetic Transitions and Energy Transfer Processes in Sb-Based Zero-Dimensional Metal Halide Nanocrystals Doped with Manganese,10.1021/acsenergylett.2c00364,2022,ACS Energy Letters,True,https://doi.org/10.1021/acsenergylett.2c00364,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsenergylett.2c00364,NO_WORKING_PDF,
121,,Free-standing 2D non-van der Waals antiferromagnetic hexagonal FeSe semiconductor: halide-assisted chemical synthesis and Fe2+related magnetic transitions,10.1039/d1sc04122c,2022,Chemical Science,True,https://pubs.rsc.org/en/content/articlepdf/2022/sc/d1sc04122c,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.rsc.org/en/content/articlepdf/2022/sc/d1sc04122c,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://pubs.rsc.org/en/content/articlepdf/2022/sc/d1sc04122c
122,196,Magnetic transitions and radiative decays of singly heavy baryons,10.1016/j.physletb.2019.135142,2020,Physics Letters Section B Nuclear Elementary Particle and High Energy Physics,True,https://arxiv.org/pdf/1909.03156,DOWNLOADED_OPENALEX,196-Magnetic transitions and radiative decays of singly heavy baryons.pdf,0e85a27bc82c9317e6bf7541ea127406940009ed1ecae7344c981c419ae49f90,238672,,,
123,,Origin of Griffiths phase and long-range ordering in three-dimensional Nd0.8Sr0.2MnO3 manganite perovskite,10.1016/j.jallcom.2026.186287,2026,Journal of Alloys and Compounds,True,https://doi.org/10.1016/j.jallcom.2026.186287,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
124,,Multiaxial Aromatic-Based Photoferroelectric Induced by Synergistic Intermolecular Interactions for Multidirectional Self-Powered X-Ray Detection,10.1002/anie.202507640,2025,Angewandte Chemie International Edition,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202507640
125,197,Unconventional (anti)ferroelectricity in van der Waals group-IV monochalcogenides,10.1038/s41467-025-57138-5,2025,Nature Communications,True,https://www.nature.com/articles/s41467-025-57138-5.pdf,DOWNLOADED_OPENALEX,197-Unconventional (anti)ferroelectricity in van der Waals group-IV monochalcogenides.pdf,a337c45f45c565d1a00132e79c7a52e99b04538df243c36d883a3a51052e2f00,5669543,,,
126,172,Giant intrinsic electrocaloric effect in ferroelectrics by local structural engineering,10.1038/s41467-025-61860-5,2025,Nature Communications,True,https://www.nature.com/articles/s41467-025-61860-5.pdf,DOWNLOADED,172-Giant intrinsic electrocaloric effect in ferroelectrics by local structural engineering.pdf,56c7e878eda93fbde40868ad36e0d1d5c061458dd66cd7ade60985abeb41310c,7516367,,,
127,,Oxygen-vacancy mediated deterministic domain distribution at the onset of ferroelectricity,10.1016/j.actamat.2025.120738,2025,Acta Materialia,True,https://doi.org/10.1016/j.actamat.2025.120738,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
128,,Optical Evidence of Interfacial Strain-Induced Ferroelectric Tuning and Enhancement in CuInP2S6 via Ferroelectric Substrate,10.1002/smll.202409879,2025,Small,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202409879,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202409879,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202409879
129,198,Real-space visualization of order-disorder transition in BaTiO3,10.1126/sciadv.adx9804,2025,Science Advances,True,https://arxiv.org/pdf/2504.14357,DOWNLOADED_OPENALEX,198-Real-space visualization of order-disorder transition in BaTiO3.pdf,9a3ed9dd6d3d33526eccb37a98ddacc9422a799db3d6479ca52ee856354d50a5,15714085,,,
130,,Ferroelectric Order Evolution in Freestanding PbTiO3 Films Monitored by Optical Second Harmonic Generation,10.1002/advs.202307571,2024,Advanced Science,True,https://doi.org/10.1002/advs.202307571,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202307571,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://pmc.ncbi.nlm.nih.gov/articles/PMC11348163/pdf/ADVS-11-2307571.pdf
131,,Insights Into Curie-Temperature and Phase Formation of Ferroelectric Hf1−xZrxO2 with Oxygen Defects from a Leveled Energy Landscape,10.1002/admi.202300710,2024,Advanced Materials Interfaces,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202300710,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202300710,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202300710
132,,"Crystallite Size Effects on Electrical Properties of Nickel Chromite (NiCr2O4) Spinel Ceramics: A Study of Structural, Magnetic, and Dielectric Transitions",10.3390/chemengineering8050100,2024,Chemengineering,True,https://doi.org/10.3390/chemengineering8050100,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2305-7084/8/5/100,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2305-7084/8/5/100/pdf?version=1728378629 | HTTPError: 403 Client Error: Forbidden for url: https://qspace.qu.edu.qa/bitstream/10576/65610/1/ChemEngineering-08-00100.pdf
133,,Achieving Giant Piezoelectricity and High Property Uniformity Simultaneously in a Relaxor Ferroelectric Crystal through Rare-Earth Element Doping,10.1002/advs.202204631,2022,Advanced Science,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202204631,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202204631,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202204631
134,173,Record high-T c and large practical utilization level of electric polarization in metal-free molecular antiferroelectric solid solutions,10.1038/s41467-022-33039-9,2022,Nature Communications,True,https://www.nature.com/articles/s41467-022-33039-9.pdf,DOWNLOADED,173-Record high-T c and large practical utilization level of electric polarization in metal-free molecular an.pdf,5e78f4c7484af4af11ea332f974da7e5a064c1e13ec9877aaede2653f817fc23,2815061,,,
135,,Stable room temperature ferroelectricity in hydrogen-bonded supramolecular assemblies of ambipolar π-systems,10.1039/d1sc04617a,2022,Chemical Science,True,https://pubs.rsc.org/en/content/articlepdf/2022/sc/d1sc04617a,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.rsc.org/en/content/articlepdf/2022/sc/d1sc04617a,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://pubs.rsc.org/en/content/articlepdf/2022/sc/d1sc04617a
136,,0D Bismuth(III)-Based Hybrid Ferroelectric: Tris(acetamidinium) Hexabromobismuthate(III),10.1021/acs.chemmater.1c01266,2021,Chemistry of Materials,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acs.chemmater.1c01266
137,,A Highly Strained Phase in PbZr0.2Ti0.8O3 Films with Enhanced Ferroelectric Properties,10.1002/advs.202003582,2021,Advanced Science,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202003582,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202003582,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202003582
138,,Advances and property investigations of an organic-inorganic ferroelectric: (diisopropylammonium)2[CdBr4],10.1021/acs.inorgchem.0c00830,2020,Inorganic Chemistry,True,https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.0c00830,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.0c00830,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.0c00830
139,174,Enhanced piezoelectric performance and thermal stability in KNN-BNZ ceramics modified by CaHfO3,10.1007/s10854-026-16793-0,2026,Journal of Materials Science Materials in Electronics,True,https://link.springer.com/content/pdf/10.1007/s10854-026-16793-0.pdf,DOWNLOADED,174-Enhanced piezoelectric performance and thermal stability in KNN-BNZ ceramics modified by CaHfO3.pdf,d58e0071f2a4e7638ecd2e1d85a026696129dd853c2fe7c27253d6486c4faa42,5942952,,,
140,,High-Power Performance of Textured Piezoelectric Ceramics Through Synergistic A-Site Donor and B-Site Acceptor Doping,10.1002/smtd.202502326,2026,Small Methods,True,https://doi.org/10.1002/smtd.202502326,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/10.1002/smtd.202502326,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://pmc.ncbi.nlm.nih.gov/articles/PMC13159426/pdf/SMTD-10-e02326.pdf
141,,"Synthesis, Stability, and Magnetic Properties of Antiperovskite Co3PdN",10.1021/acs.chemmater.4c03147,2025,Chemistry of Materials,True,https://doi.org/10.1021/acs.chemmater.4c03147,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acs.chemmater.4c03147,NO_WORKING_PDF,
142,,A Universal Strategy to Enhance Circularly Polarized Luminescence Brightness in Chiral Perovskites,10.1002/lpor.202400040,2024,Laser and Photonics Reviews,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/lpor.202400040
143,,"Relating microstructure to magnetocaloric properties in RE36Tb20Co20Al24 (RE = Gd, Dy or Ho) high-entropy metallic-glass microwires designed by binary eutectic clusters method",10.1016/j.jmst.2022.12.008,2023,Journal of Materials Science and Technology,True,https://doi.org/10.1016/j.jmst.2022.12.008,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
144,,Modification of BCZT piezoelectric ceramics by modulating oxygen vacancies in different sintering atmospheres,10.1063/5.0155475,2023,Aip Advances,True,https://pubs.aip.org/aip/adv/article-pdf/doi/10.1063/5.0155475/17989867/065217_1_5.0155475.pdf,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.aip.org/aip/adv/article-pdf/doi/10.1063/5.0155475/17989867/065217_1_5.0155475.pdf,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://pubs.aip.org/aip/adv/article-pdf/doi/10.1063/5.0155475/17989867/065217_1_5.0155475.pdf
145,,Excellent piezoelectric constant and thermal stability in BiScO3–PbTiO3 piezoelectric ceramics via domain engineering,10.1016/j.jmat.2021.09.004,2022,Journal of Materiomics,True,https://www.sciencedirect.com/science/article/pii/S2352847821001386/pdf,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S2352847821001386/pdf,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S2352847821001386/pdf
146,,"An investigation of half-metallic variant perovskites A2NbCl6 (A= K, Rb) for spintronic based applications",10.1016/j.jssc.2020.121823,2021,Journal of Solid State Chemistry,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,
147,,Observation of A -site antiferromagnetic and B -site ferrimagnetic orderings in the quadruple perovskite oxide CaCu3Co2Re2 O12,10.1103/physrevb.103.014414,2021,Physical Review B,True,http://link.aps.org/pdf/10.1103/PhysRevB.103.014414,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://link.aps.org/pdf/10.1103/PhysRevB.103.014414,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://link.aps.org/pdf/10.1103/PhysRevB.103.014414
148,199,Tunable spin textures in polar antiferromagnetic hybrid organic–inorganic perovskites by electric and magnetic fields,10.1038/s41524-020-00374-8,2020,Npj Computational Materials,True,https://www.nature.com/articles/s41524-020-00374-8.pdf,DOWNLOADED,199-Tunable spin textures in polar antiferromagnetic hybrid organic–inorganic perovskites by electric and mag.pdf,15b3fb0a59f3854ddcb3afa578ff0f80d35ca530724ff90cb395e430142daaa0,2076738,,,
149,,Extraordinary magnetic properties of double perovskite Eu2CoMnO6wide band gap semiconductor,10.1088/1361-648x/ab8ecc,2020,Journal of Physics Condensed Matter,True,https://iopscience.iop.org/article/10.1088/1361-648X/ab8ecc/pdf,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,,
150,,Atomic-Scale Control of Electronic Structure and Ferromagnetic Insulating State in Perovskite Oxide Superlattices by Long-Range Tuning of BO6 Octahedra,10.1002/adfm.202001984,2020,Advanced Functional Materials,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202001984,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202001984,,
151,,Enhanced magnetocaloric application potential of Co-substituted rare-earth Laves-phase TbMn2 compounds,10.1016/j.jmrt.2025.12.325,2026,Journal of Materials Research and Technology,True,https://doi.org/10.1016/j.jmrt.2025.12.325,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,,
152,,Burn-Safe Biodegradable Magnetocaloric Composites for Temperature-Controlled Biomedical Applications,10.1002/advs.202509914,2026,Advanced Science,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202509914,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202509914,,
153,,Contrasting Effects of Bi and Si Substitution at the Ni Site on Magnetostructural Transitions and Magnetocaloric Properties in Ni–Mn–In Heusler Alloys,10.3390/magnetism6020020,2026,Magnetism,True,https://doi.org/10.3390/magnetism6020020,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2673-8724/6/2/20,,
154,,"Formability, magnetic and magnetocaloric properties of the Ce-substituted Fe87Pr10B3 metallic glass ribbons",10.1063/5.0296648,2026,Journal of Applied Physics,True,https://doi.org/10.1063/5.0296648,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.aip.org/jap/article/139/1/015108/3376280/Formability-magnetic-and-magnetocaloric-properties,,
155,,Cation-engineered Zn-Ti co-substituted BaM Hexaferrites with enhanced magnetic and Magnetocaloric performance,10.1016/j.mseb.2026.119227,2026,Materials Science and Engineering B,True,https://doi.org/10.1016/j.mseb.2026.119227,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,,
156,,Chemical ordering and non-linear magnetic behavior: enhancing magnetocaloric effect in FeMnNiGeSi high-entropy materials,10.1016/j.mtphys.2026.102128,2026,Materials Today Physics,True,https://doi.org/10.1016/j.mtphys.2026.102128,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,,
157,,Enhanced magnetocaloric performance over a wide temperature range in Gd-Mn-Ni-Al amorphous/crystalline dual-phase composites,10.1016/j.mtcomm.2026.115060,2026,Materials Today Communications,True,https://doi.org/10.1016/j.mtcomm.2026.115060,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,,
158,,Mixed-valence induced Griffiths phase and large magnetocaloric effect in Eu2B2O5 + δ system,10.1016/j.matdes.2025.115337,2026,Materials and Design,True,https://doi.org/10.1016/j.matdes.2025.115337,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,,
159,,Excellent comprehensive piezoelectric performances of SiC-doped BCTZ-based lead-free piezoelectric ceramics,10.26599/jac.2025.9221054,2025,Journal of Advanced Ceramics,True,https://doi.org/10.26599/jac.2025.9221054,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,,
160,,Effect of Oxygen Vacancy Concentration on the Electrical Properties and Microstructure of Bi4Ti3O12 Ceramics: Experimental and First-Principles Investigation,10.3390/ma18112666,2025,Materials,False,,NO_OA_PDF,,,0,,,
161,,Achieving outstanding comprehensive performance with high piezoelectricity in CaBi2Nb2O9-based high-temperature piezoelectric ceramics via multi-field coupling strategy,10.1016/j.jmat.2024.100990,2025,Journal of Materiomics,True,https://doi.org/10.1016/j.jmat.2024.100990,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,,
162,200,Tailoring the functional properties of BaNi₂₋ₓZnₓFe₁₆O₂₇ ferrites via ceramic route for advanced electronic and energy applications,10.1007/s43939-025-00374-9,2025,Discover Materials,True,https://link.springer.com/content/pdf/10.1007/s43939-025-00374-9.pdf,DOWNLOADED,200-Tailoring the functional properties of BaNi₂₋ₓZnₓFe₁₆O₂₇ ferrites via ceramic route for advanced electron.pdf,1a273c997b434252b2c08449f55b254e8a8b61923e58e02325c935da7e87944a,5883936,,,
163,,K0.5Na0.5NbO3-based multifunctional transparent ceramics for ultrahigh sensitive optical thermometry,10.26599/jac.2025.9221045,2025,Journal of Advanced Ceramics,True,https://doi.org/10.26599/jac.2025.9221045,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,,
164,,High piezoelectric properties and excellent thermal stability in PNN-modified lead zirconate titanate piezoceramics,10.1111/jace.20643,2025,Journal of the American Ceramic Society,False,,NO_OA_PDF,,,0,,,
165,,Dual-phase nano-glass-hydrides overcome the strength-ductility trade-off and magnetocaloric bottlenecks of rare earth based amorphous alloys,10.1038/s41467-024-48531-7,2024,Nature Communications,True,https://doi.org/10.1038/s41467-024-48531-7,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,,
166,,Electrocaloric characterization of samarium doped barium titanate ceramics synthesized by sol-gel process,10.1016/j.ceramint.2024.01.294,2024,Ceramics International,True,https://doi.org/10.1016/j.ceramint.2024.01.294,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,,
167,,"The effects of Sr-substitution in Ba2SmTi2Nb3O15 ceramics: structural study, optical properties, and complex impedance spectroscopy",10.1039/d4ra00068d,2024,Rsc Advances,True,https://pubs.rsc.org/en/content/articlepdf/2024/ra/d4ra00068d,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.rsc.org/en/content/articlepdf/2024/ra/d4ra00068d,,
168,,Investigation of the triple peak magnetocaloric effects of Ni45Mn44Sn11 ribbons,10.1016/j.jmrt.2023.09.226,2023,Journal of Materials Research and Technology,True,https://doi.org/10.1016/j.jmrt.2023.09.226,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,,
169,,"Room-temperature structure, magnetic, and magnetocaloric properties of (La0.8-xNdx)Sr0.2MnO3(0 ≤ x ≤ 0.2)",10.1016/j.jmrt.2022.10.074,2022,Journal of Materials Research and Technology,True,https://www.sciencedirect.com/science/article/pii/S2238785422016131/pdf,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S2238785422016131/pdf,,
170,201,Magnetocaloric effect of LaFe11.35Co0.6Si1.05 alloy,10.1007/s12598-017-0917-6,2022,Rare Metals,True,https://link.springer.com/content/pdf/10.1007%2Fs12598-017-0917-6.pdf,DOWNLOADED,201-Magnetocaloric effect of LaFe11.35Co0.6Si1.05 alloy.pdf,363025c4000bec4621aed53437856a8afa9b5662711c54c1a3e9b2569c99d696,1430902,,,
